Ceremony	Year	Class	CanonicalCategory	Category	Film	FilmId	Name	Nominees	NomineeIds	Winner	Detail	Note	Citation
1	1927/28	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Noose|The Patent Leather Kid	tt0019217|tt0018253	Richard Barthelmess	Richard Barthelmess	nm0001932		Nickie Elkins|The Patent Leather Kid		
1	1927/28	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Last Command|The Way of All Flesh	tt0019071|tt0019553	Emil Jannings	Emil Jannings	nm0417837	True	General Dolgorucki [Grand Duke Sergius Alexander]|August Schilling		
1	1927/28	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	A Ship Comes In	tt0018389	Louise Dresser	Louise Dresser	nm0237571		Mrs. Pleznik		
1	1927/28	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	7th Heaven|Street Angel|Sunrise	tt0018379|tt0019429|tt0018455	Janet Gaynor	Janet Gaynor	nm0310980	True	Diane|Angela|The Wife		
1	1927/28	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Sadie Thompson	tt0019344	Gloria Swanson	Gloria Swanson	nm0841797		Sadie Thompson		
1	1927/28	Production	ART DIRECTION	ART DIRECTION	Sunrise	tt0018455	Rochus Gliese	Rochus Gliese	nm0322843				
1	1927/28	Production	ART DIRECTION	ART DIRECTION	The Dove|Tempest	tt0017822|tt0019451	William Cameron Menzies	William Cameron Menzies	nm0580017	True			
1	1927/28	Production	ART DIRECTION	ART DIRECTION	7th Heaven	tt0018379	Harry Oliver	Harry Oliver	nm0646856				
1	1927/28	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	The Devil Dancer|The Magic Flame|Sadie Thompson	tt0017806|tt0018129|tt0019344	George Barnes	George Barnes	nm0055604				
1	1927/28	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Sunrise	tt0018455	Charles Rosher						
1	1927/28	Directing	DIRECTING (Comedy Picture)	DIRECTING (Comedy Picture)	Two Arabian Knights	tt0018515	Lewis Milestone	Lewis Milestone	nm0587277	True			
1	1927/28	Directing	DIRECTING (Comedy Picture)	DIRECTING (Comedy Picture)	Speedy	tt0019412	Ted Wilde	Ted Wilde	nm0928514				
1	1927/28	Directing	DIRECTING (Dramatic Picture)	DIRECTING (Dramatic Picture)	7th Heaven	tt0018379	Frank Borzage	Frank Borzage	nm0097648	True			
1	1927/28	Directing	DIRECTING (Dramatic Picture)	DIRECTING (Dramatic Picture)	Sorrell and Son	tt0018429	Herbert Brenon	Herbert Brenon	nm0107543				
1	1927/28	Directing	DIRECTING (Dramatic Picture)	DIRECTING (Dramatic Picture)	The Crowd	tt0018806	King Vidor	King Vidor	nm0896542				
1	1927/28	Production	VISUAL EFFECTS	ENGINEERING EFFECTS			Ralph Hammeras	Ralph Hammeras	nm0358518			NOTE: This nomination was not associated with any specific film title.	
1	1927/28	Production	VISUAL EFFECTS	ENGINEERING EFFECTS	Wings	tt0018578	Roy Pomeroy	Roy Pomeroy	nm0690120	True			
1	1927/28	Production	VISUAL EFFECTS	ENGINEERING EFFECTS			Nugent Slaughter	Nugent Slaughter	nm0805521			NOTE: Though no specific titles were indicated during the presentation on May 16	
1	1927/28	Title	BEST PICTURE	OUTSTANDING PICTURE	The Racket	tt0019304	The Caddo Company	The Caddo Company	co0074827				
1	1927/28	Title	BEST PICTURE	OUTSTANDING PICTURE	7th Heaven	tt0018379	Fox	Fox	co0028775				
1	1927/28	Title	BEST PICTURE	OUTSTANDING PICTURE	Wings	tt0018578	Paramount Famous Lasky	Paramount Famous Lasky	co0023400	True			
1	1927/28	Title	UNIQUE AND ARTISTIC PICTURE	UNIQUE AND ARTISTIC PICTURE	Sunrise	tt0018455	Fox	Fox	co0028775	True			
1	1927/28	Title	UNIQUE AND ARTISTIC PICTURE	UNIQUE AND ARTISTIC PICTURE	The Crowd	tt0018806	Metro-Goldwyn-Mayer	Metro-Goldwyn-Mayer	co0007143				
1	1927/28	Title	UNIQUE AND ARTISTIC PICTURE	UNIQUE AND ARTISTIC PICTURE	Chang	tt0017743	Paramount Famous Lasky	Paramount Famous Lasky	co0023400				
1	1927/28	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	The Jazz Singer	tt0018037	Alfred Cohn	Alfred Cohn	nm0169879				
1	1927/28	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	Glorious Betsy	tt0018945	Anthony Coldeway	Anthony Coldeway	nm0170401				
1	1927/28	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	7th Heaven	tt0018379	Benjamin Glazer	Benjamin Glazer	nm0322227	True			
1	1927/28	Writing	WRITING (Original Story)	WRITING (Original Story)	The Last Command	tt0019071	Lajos Biro	Lajos Biro	nm0083742				
1	1927/28	Writing	WRITING (Original Story)	WRITING (Original Story)	Underworld	tt0018526	Ben Hecht	Ben Hecht	nm0372942	True			
1	1927/28	Writing	WRITING (Title Writing)	WRITING (Title Writing)	The Private Life of Helen of Troy	tt0017979	Gerald Duffy	Gerald Duffy	nm0240534				
1	1927/28	Writing	WRITING (Title Writing)	WRITING (Title Writing)			Joseph Farnham	Joseph Farnham	nm0267868	True		NOTE: This award was not associated with any specific film title.	
1	1927/28	Writing	WRITING (Title Writing)	WRITING (Title Writing)			George Marion						
1	1927/28	Special	SPECIAL AWARD	SPECIAL AWARD	The Jazz Singer	tt0018037		Warner Bros.	co0080422	True			To Warner Bros.
1	1927/28	Special	SPECIAL AWARD	SPECIAL AWARD	The Circus	tt0018773		Charles Chaplin	nm0000122	True		"NOTE: ""The Academy Board of Judges on merit awards for individual achievements in motion picture arts during the year ending August 1"	
2	1928/29	Acting	ACTOR IN A LEADING ROLE	ACTOR	Thunderbolt	tt0020499	George Bancroft	George Bancroft	nm0051628		Thunderbolt Jim Lang	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTOR IN A LEADING ROLE	ACTOR	In Old Arizona	tt0020018	Warner Baxter	Warner Baxter	nm0062828	True	The Cisco Kid	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTOR IN A LEADING ROLE	ACTOR	Alibi	tt0019630	Chester Morris	Chester Morris	nm0606431		No. 1065		
2	1928/29	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Valiant	tt0020543	Paul Muni	Paul Muni	nm0612847		James Dyke	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Patriot	tt0019257	Lewis Stone	Lewis Stone	nm0832011		Count Pahlen	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Madame X	tt0020126	Ruth Chatterton	Ruth Chatterton	nm0154183		Jacqueline Floriot	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Barker	tt0018674	Betty Compson	Betty Compson	nm0173993		Carrie	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Letter	tt0020092	Jeanne Eagels	Jeanne Eagels	nm0247074		Leslie Crosbie	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Divine Lady	tt0019824	Corinne Griffith	Corinne Griffith	nm0341464		Emma Hart		
2	1928/29	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Broadway Melody	tt0019729	Bessie Love	Bessie Love	nm0522281		Hank Mahoney	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Coquette	tt0019788	Mary Pickford	Mary Pickford	nm0681933	True	Norma Besant	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	ART DIRECTION	ART DIRECTION	The Patriot	tt0019257	Hans Dreier	Hans Dreier	nm0237417			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	ART DIRECTION	ART DIRECTION	The Bridge of San Luis Rey	tt0019722	Cedric Gibbons	Cedric Gibbons	nm0316539	True		NOTE: The award citation reads 'for 'The Bridge of San Luis Rey' and other pictures.' THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	ART DIRECTION	ART DIRECTION	Dynamite	tt0019843	Mitchell Leisen	Mitchell Leisen	nm0500552			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	ART DIRECTION	ART DIRECTION	Alibi|The Awakening	tt0019630|tt0018666	William Cameron Menzies	William Cameron Menzies	nm0580017			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	ART DIRECTION	ART DIRECTION	Street Angel	tt0019429	Harry Oliver	Harry Oliver	nm0646856			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Our Dancing Daughters	tt0019237	George Barnes	George Barnes	nm0055604			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	White Shadows in the South Seas	tt0019574	Clyde De Vinna	Clyde De Vinna	nm0005682	True		NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	In Old Arizona	tt0020018	Arthur Edeson	Arthur Edeson	nm0249186			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Four Devils|Street Angel	tt0018907|tt0019429	Ernest Palmer	Ernest Palmer	nm0005823			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	The Divine Lady	tt0019824	John Seitz	John Seitz	nm0005870			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Directing	DIRECTING	DIRECTING	Madame X	tt0020126	Lionel Barrymore	Lionel Barrymore	nm0000859			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Directing	DIRECTING	DIRECTING	The Broadway Melody	tt0019729	Harry Beaumont	Harry Beaumont	nm0064600			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Directing	DIRECTING	DIRECTING	In Old Arizona	tt0020018	Irving Cummings	Irving Cummings	nm0191899			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Directing	DIRECTING	DIRECTING	The Divine Lady	tt0019824	Frank Lloyd	Frank Lloyd	nm0515979	True		NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Directing	DIRECTING	DIRECTING	Drag|Weary River	tt0019833|tt0019557	Frank Lloyd	Frank Lloyd	nm0515979			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Directing	DIRECTING	DIRECTING	The Patriot	tt0019257	Ernst Lubitsch	Ernst Lubitsch	nm0523932			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Title	BEST PICTURE	OUTSTANDING PICTURE	Alibi	tt0019630	Feature Productions	Feature Productions	co0203140			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Title	BEST PICTURE	OUTSTANDING PICTURE	In Old Arizona	tt0020018	Fox	Fox	co0028775			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Title	BEST PICTURE	OUTSTANDING PICTURE	The Broadway Melody	tt0019729	Metro-Goldwyn-Mayer	Metro-Goldwyn-Mayer	co0007143	True		NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Title	BEST PICTURE	OUTSTANDING PICTURE	Hollywood Revue	tt0019993	Metro-Goldwyn-Mayer	Metro-Goldwyn-Mayer	co0007143			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Title	BEST PICTURE	OUTSTANDING PICTURE	The Patriot	tt0019257	Paramount Famous Lasky	Paramount Famous Lasky	co0023400			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Writing	WRITING (Adapted Screenplay)	WRITING	In Old Arizona|The Valiant	tt0020018|tt0020543	Tom Barry	Tom Barry	nm0058179			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Writing	WRITING (Adapted Screenplay)	WRITING	The Cop|The Leatherneck|Sal of Singapore|Skyscraper	tt0018792|tt0020088|tt0019348|tt0019398	Elliott Clawson	Elliott Clawson	nm0165470			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Writing	WRITING (Adapted Screenplay)	WRITING	The Last of Mrs. Cheyney	tt0020081	Hans Kraly	Hans Kraly	nm0473134			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Writing	WRITING (Adapted Screenplay)	WRITING	The Patriot	tt0019257	Hans Kraly	Hans Kraly	nm0473134	True		NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Writing	WRITING (Adapted Screenplay)	WRITING	Our Dancing Daughters	tt0019237	Josephine Lovett	Josephine Lovett	nm0522674			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
2	1928/29	Writing	WRITING (Adapted Screenplay)	WRITING	A Woman of Affairs|Wonder of Women	tt0019591|tt0020603	Bess Meredyth	Bess Meredyth	nm0580648			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations	
3	1929/30	Acting	ACTOR IN A LEADING ROLE	ACTOR	Disraeli	tt0019823	George Arliss	George Arliss	nm0002183	True	Benjamin Disraeli	NOTE: As allowed by the award rules for this year	
3	1929/30	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Green Goddess	tt0020938	George Arliss	George Arliss	nm0002183		Oxonian		
3	1929/30	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Big House	tt0020686	Wallace Beery	Wallace Beery	nm0000891		'Machine Gun' Butch Schmidt		
3	1929/30	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Big Pond|The Love Parade	tt0020690|tt0020112	Maurice Chevalier	Maurice Chevalier	nm0002001		Pierre Mirande|Count Alfred Renard		
3	1929/30	Acting	ACTOR IN A LEADING ROLE	ACTOR	Bulldog Drummond|Condemned	tt0019735|tt0019785	Ronald Colman	Ronald Colman	nm0172903		Hugh 'Bulldog' Drummond|Michel		
3	1929/30	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Rogue Song	tt0021307	Lawrence Tibbett	Lawrence Tibbett	nm0862546		Yegor		
3	1929/30	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Devil's Holiday	tt0020823	Nancy Carroll	Nancy Carroll	nm0007216		Hallie Hobart		
3	1929/30	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Sarah and Son	tt0021335	Ruth Chatterton	Ruth Chatterton	nm0154183		Sarah Storm		
3	1929/30	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Anna Christie|Romance	tt0020641|tt0021310	Greta Garbo	Greta Garbo	nm0001256		Anna Christie|Madame Rita Cavallini		
3	1929/30	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Divorcee	tt0020827	Norma Shearer	Norma Shearer	nm0790454	True	Jerry	NOTE: As allowed by the award rules for this year	
3	1929/30	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Their Own Desire	tt0020488	Norma Shearer	Norma Shearer	nm0790454		Lucia 'Lally' Marlett	NOTE: As allowed by the award rules for this year	
3	1929/30	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Trespasser	tt0020514	Gloria Swanson	Gloria Swanson	nm0841797		Marion Donnell		
3	1929/30	Production	ART DIRECTION	ART DIRECTION	Bulldog Drummond	tt0019735	(William Cameron Menzies)	William Cameron Menzies	nm0580017			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Production	ART DIRECTION	ART DIRECTION	King of Jazz	tt0021025	Herman Rosse	Herman Rosse	nm0743983	True			
3	1929/30	Production	ART DIRECTION	ART DIRECTION	The Love Parade	tt0020112	(Hans Dreier)	Hans Dreier	nm0237417			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Production	ART DIRECTION	ART DIRECTION	Sally	tt0020358	(Jack Okey)	Jack Okey	nm0645605			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Production	ART DIRECTION	ART DIRECTION	The Vagabond King	tt0021511	(Hans Dreier)	Hans Dreier	nm0237417			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	All Quiet on the Western Front	tt0020629	(Arthur Edeson)	Arthur Edeson	nm0249186			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Anna Christie	tt0020641	(William Daniels)	William Daniels	nm0200125			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Hell's Angels	tt0020960	(Gaetano Gaudio)						
3	1929/30	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	The Love Parade	tt0020112	(Victor Milner)	Victor Milner	nm0005800			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	With Byrd at the South Pole	tt0020594	Joseph T. Rucker						
3	1929/30	Directing	DIRECTING	DIRECTING	Anna Christie|Romance	tt0020641|tt0021310	Clarence Brown	Clarence Brown	nm0113284				
3	1929/30	Directing	DIRECTING	DIRECTING	The Divorcee	tt0020827	Robert Leonard	Robert Leonard	nm0502752				
3	1929/30	Directing	DIRECTING	DIRECTING	The Love Parade	tt0020112	Ernst Lubitsch	Ernst Lubitsch	nm0523932				
3	1929/30	Directing	DIRECTING	DIRECTING	All Quiet on the Western Front	tt0020629	Lewis Milestone	Lewis Milestone	nm0587277	True			
3	1929/30	Directing	DIRECTING	DIRECTING	Hallelujah	tt0019959	King Vidor	King Vidor	nm0896542				
3	1929/30	Title	BEST PICTURE	OUTSTANDING PRODUCTION	All Quiet on the Western Front	tt0020629	Universal	Universal	co0005073	True			
3	1929/30	Title	BEST PICTURE	OUTSTANDING PRODUCTION	The Big House	tt0020686	Cosmopolitan	Cosmopolitan	co0073404				
3	1929/30	Title	BEST PICTURE	OUTSTANDING PRODUCTION	Disraeli	tt0019823	Warner Bros.	Warner Bros.	co0080422				
3	1929/30	Title	BEST PICTURE	OUTSTANDING PRODUCTION	The Divorcee	tt0020827	Metro-Goldwyn-Mayer	Metro-Goldwyn-Mayer	co0007143				
3	1929/30	Title	BEST PICTURE	OUTSTANDING PRODUCTION	The Love Parade	tt0020112	Paramount Famous Lasky	Paramount Famous Lasky	co0023400				
3	1929/30	Production	SOUND RECORDING	SOUND RECORDING	The Big House	tt0020686	Metro-Goldwyn-Mayer Studio Sound Department						
3	1929/30	Production	SOUND RECORDING	SOUND RECORDING	The Case of Sergeant Grischa	tt0020744	(RKO Radio Studio Sound Department						
3	1929/30	Production	SOUND RECORDING	SOUND RECORDING	The Love Parade	tt0020112	(Paramount Famous Lasky Studio Sound Department						
3	1929/30	Production	SOUND RECORDING	SOUND RECORDING	Raffles	tt0021281	(United Artists Studio Sound Department						
3	1929/30	Production	SOUND RECORDING	SOUND RECORDING	Song of the Flame	tt0021404	(First National Studio Sound Department						
3	1929/30	Writing	WRITING (Adapted Screenplay)	WRITING	All Quiet on the Western Front	tt0020629	(George Abbott)						
3	1929/30	Writing	WRITING (Adapted Screenplay)	WRITING	The Big House	tt0020686	Frances Marion	Frances Marion	nm0547966	True			
3	1929/30	Writing	WRITING (Adapted Screenplay)	WRITING	Disraeli	tt0019823	(Julian Josephson)	Julian Josephson	nm0430756			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Writing	WRITING (Adapted Screenplay)	WRITING	The Divorcee	tt0020827	(John Meehan)	John Meehan	nm0576046			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
3	1929/30	Writing	WRITING (Adapted Screenplay)	WRITING	Street of Chance	tt0021420	(Howard Estabrook)	Howard Estabrook	nm0261455			NOTE: For the third Academy Awards no certificates of nomination were given out in this category	
4	1930/31	Acting	ACTOR IN A LEADING ROLE	ACTOR	A Free Soul	tt0021885	Lionel Barrymore	Lionel Barrymore	nm0000859	True	Stephen Ashe		
4	1930/31	Acting	ACTOR IN A LEADING ROLE	ACTOR	Skippy	tt0022397	Jackie Cooper	Jackie Cooper	nm0178114		Skippy Skinner		
4	1930/31	Acting	ACTOR IN A LEADING ROLE	ACTOR	Cimarron	tt0021746	Richard Dix	Richard Dix	nm0228715		Yancey Cravat		
4	1930/31	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Royal Family of Broadway	tt0021322	Fredric March	Fredric March	nm0545298		Tony Cavendish		
4	1930/31	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Front Page	tt0021890	Adolphe Menjou	Adolphe Menjou	nm0579663		Walter Burns		
4	1930/31	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Morocco	tt0021156	Marlene Dietrich	Marlene Dietrich	nm0000017		Amy Jolly		
4	1930/31	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Min and Bill	tt0021148	Marie Dressler	Marie Dressler	nm0237597	True	Min		
4	1930/31	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Cimarron	tt0021746	Irene Dunne	Irene Dunne	nm0002050		Sabra Cravat		
4	1930/31	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Holiday	tt0020985	Ann Harding	Ann Harding	nm0362267		Linda Seton		
4	1930/31	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	A Free Soul	tt0021885	Norma Shearer	Norma Shearer	nm0790454		Jan Ashe		
4	1930/31	Production	ART DIRECTION	ART DIRECTION	Cimarron	tt0021746	Max Rée	Max Rée	nm0753663	True			
4	1930/31	Production	ART DIRECTION	ART DIRECTION	Just Imagine	tt0021016	Stephen Goosson						
4	1930/31	Production	ART DIRECTION	ART DIRECTION	Morocco	tt0021156	Hans Dreier	Hans Dreier	nm0237417				
4	1930/31	Production	ART DIRECTION	ART DIRECTION	Svengali	tt0022454	Anton Grot	Anton Grot	nm0343819				
4	1930/31	Production	ART DIRECTION	ART DIRECTION	Whoopee!	tt0021549	Richard Day	Richard Day	nm0206554				
4	1930/31	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Cimarron	tt0021746	Edward Cronjager	Edward Cronjager	nm0005676				
4	1930/31	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Morocco	tt0021156	Lee Garmes	Lee Garmes	nm0005716				
4	1930/31	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	The Right to Love	tt0021301	Charles Lang	Charles Lang	nm0485702				
4	1930/31	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Svengali	tt0022454	"Barney ""Chick"" McGill"	"Barney ""Chick"" McGill"	nm0569222				
4	1930/31	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Tabu	tt0022458	Floyd Crosby	Floyd Crosby	nm0005677	True			
4	1930/31	Directing	DIRECTING	DIRECTING	Cimarron	tt0021746	Wesley Ruggles	Wesley Ruggles	nm0749484				
4	1930/31	Directing	DIRECTING	DIRECTING	A Free Soul	tt0021885	Clarence Brown	Clarence Brown	nm0113284				
4	1930/31	Directing	DIRECTING	DIRECTING	The Front Page	tt0021890	Lewis Milestone	Lewis Milestone	nm0587277				
4	1930/31	Directing	DIRECTING	DIRECTING	Morocco	tt0021156	Josef Von Sternberg	Josef Von Sternberg	nm0903049				
4	1930/31	Directing	DIRECTING	DIRECTING	Skippy	tt0022397	Norman Taurog	Norman Taurog	nm0851537	True			
4	1930/31	Title	BEST PICTURE	OUTSTANDING PRODUCTION	Cimarron	tt0021746	RKO Radio	RKO Radio	co0041421	True			
4	1930/31	Title	BEST PICTURE	OUTSTANDING PRODUCTION	East Lynne	tt0021826	Fox	Fox	co0028775				
4	1930/31	Title	BEST PICTURE	OUTSTANDING PRODUCTION	The Front Page	tt0021890	The Caddo Company	The Caddo Company	co0074827				
4	1930/31	Title	BEST PICTURE	OUTSTANDING PRODUCTION	Skippy	tt0022397	Paramount Publix	Paramount Publix	co0023400				
4	1930/31	Title	BEST PICTURE	OUTSTANDING PRODUCTION	Trader Horn	tt0022495	Metro-Goldwyn-Mayer	Metro-Goldwyn-Mayer	co0007143				
4	1930/31	Production	SOUND RECORDING	SOUND RECORDING			Samuel Goldwyn - United Artists Studio Sound Department	Samuel Goldwyn - United Artists	co0058013			NOTE: This nomination was not associated with any specific film title.	
4	1930/31	Production	SOUND RECORDING	SOUND RECORDING			Metro-Goldwyn-Mayer Studio Sound Department	Metro-Goldwyn-Mayer	co0007143			NOTE: This nomination was not associated with any specific film title.	
4	1930/31	Production	SOUND RECORDING	SOUND RECORDING			Paramount Publix Studio Sound Department	Paramount Publix	co0023400	True		NOTE: This award was not associated with any specific film title.	
4	1930/31	Production	SOUND RECORDING	SOUND RECORDING			RKO Radio Studio Sound Department	RKO Radio	co0041421			NOTE: This nomination was not associated with any specific film title.	
4	1930/31	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	Cimarron	tt0021746	Howard Estabrook	Howard Estabrook	nm0261455	True			
4	1930/31	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	The Criminal Code	tt0021770	Seton I. Miller						
4	1930/31	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	Holiday	tt0020985	Horace Jackson	Horace Jackson	nm0413590				
4	1930/31	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	Little Caesar	tt0021079	Francis Faragoh						
4	1930/31	Writing	WRITING (Adapted Screenplay)	WRITING (Adaptation)	Skippy	tt0022397	Joseph L. Mankiewicz						
4	1930/31	Writing	WRITING (Original Story)	WRITING (Original Story)	The Dawn Patrol	tt0020815	John Monk Saunders	John Monk Saunders	nm0766850	True			
4	1930/31	Writing	WRITING (Original Story)	WRITING (Original Story)	The Doorway to Hell	tt0020836	Rowland Brown	Rowland Brown	nm0114602				
4	1930/31	Writing	WRITING (Original Story)	WRITING (Original Story)	Laughter	tt0021053	Harry d'Abbadie d'Arrast						
4	1930/31	Writing	WRITING (Original Story)	WRITING (Original Story)	The Public Enemy	tt0022286	John Bright						
4	1930/31	Writing	WRITING (Original Story)	WRITING (Original Story)	Smart Money	tt0022403	Lucien Hubbard						
4	1930/31	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class I)	SCIENTIFIC OR TECHNICAL AWARD (Class I)				ELECTRICAL RESEARCH PRODUCTS INC.|RCA-PHOTOPHONE INC.|RKO RADIO PICTURES INC.		True	Sound		To ELECTRICAL RESEARCH PRODUCTS
