Ceremony	Year	Class	CanonicalCategory	Category	Film	FilmId	Name	Nominees	NomineeIds	Winner	Detail	Note	Citation
40	1967	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	Paddle to the Sea	tt0060810	Julian Biggs						
40	1967	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	A Place to Stand	tt0062131	Christopher Chapman						
40	1967	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	Sky over Holland	tt0062278	John Ferno						
40	1967	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	Stop								
40	1967	Production	SOUND MIXING	SOUND	Camelot	tt0061439	Warner Bros.-Seven Arts Studio Sound Department	Warner Bros.|Seven Arts	co0080422|co0638213				
40	1967	Production	SOUND MIXING	SOUND	The Dirty Dozen	tt0061578	Metro-Goldwyn-Mayer Studio Sound Department	Metro-Goldwyn-Mayer	co0007143				
40	1967	Production	SOUND MIXING	SOUND	Doctor Dolittle	tt0061584	20th Century-Fox Studio Sound Department	20th Century-Fox	co0028775				
40	1967	Production	SOUND MIXING	SOUND	In the Heat of the Night	tt0061811	Samuel Goldwyn Studio Sound Department	Samuel Goldwyn	co0058013	True			
40	1967	Production	SOUND MIXING	SOUND	Thoroughly Modern Millie	tt0062362	Universal City Studio Sound Department	Universal City	co0005073				
40	1967	Production	SOUND EDITING	SOUND EFFECTS	The Dirty Dozen	tt0061578	John Poyner	John Poyner	nm0694713	True			
40	1967	Production	SOUND EDITING	SOUND EFFECTS	In the Heat of the Night	tt0061811	James A. Richard	James A. Richard	nm0723821				
40	1967	Production	VISUAL EFFECTS	SPECIAL VISUAL EFFECTS	Doctor Dolittle	tt0061584	L. B. Abbott	L. B. Abbott	nm0008004	True			
40	1967	Production	VISUAL EFFECTS	SPECIAL VISUAL EFFECTS	Tobruk	tt0062377	Howard A. Anderson						
40	1967	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	Cool Hand Luke	tt0061512	Donn Pearce						
40	1967	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	The Graduate	tt0061722	Calder Willingham						
40	1967	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	In Cold Blood	tt0061809	Richard Brooks	Richard Brooks	nm0112218				
40	1967	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	In the Heat of the Night	tt0061811	Stirling Silliphant	Stirling Silliphant	nm0798103	True			
40	1967	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	Ulysses	tt0062414	Joseph Strick						
40	1967	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	Bonnie and Clyde	tt0061418	David Newman						
40	1967	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	Divorce American Style	tt0061581	Story by Robert Kaufman; Screenplay by Norman Lear	Robert Kaufman|Norman Lear	nm0442099|nm0005131				
40	1967	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	Guess Who's Coming to Dinner	tt0061735	William Rose	William Rose	nm0741740	True			
40	1967	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	La Guerre Est Finie	tt0060481	Jorge Semprun	Jorge Semprun	nm0783934				
40	1967	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	Two for the Road	tt0062407	Frederic Raphael	Frederic Raphael	nm0710698				
40	1967	Special	JEAN HERSHOLT HUMANITARIAN AWARD	JEAN HERSHOLT HUMANITARIAN AWARD			Gregory Peck	Gregory Peck	nm0000060	True			
40	1967	Special	HONORARY AWARD	HONORARY AWARD				Arthur Freed	nm0006085	True			To Arthur Freed for distinguished service to the Academy and the production of six top-rated Awards telecasts.
40	1967	Special	IRVING G. THALBERG MEMORIAL AWARD	IRVING G. THALBERG MEMORIAL AWARD			Alfred Hitchcock	Alfred Hitchcock	nm0000033	True			
40	1967	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class III)	SCIENTIFIC OR TECHNICAL AWARD (Class III)				The Kollmorgen Corporation		True	Lenses and Filters		To the ELECTRO-OPTICAL DIVISION OF THE KOLLMORGEN CORPORATION for the design and development of a series of Motion Picture Projection Lenses.
40	1967	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class III)	SCIENTIFIC OR TECHNICAL AWARD (Class III)				Panavision Incorporated		True	Camera		To PANAVISION
40	1967	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class III)	SCIENTIFIC OR TECHNICAL AWARD (Class III)				FRED R. WILSON		True	Sound		To FRED R. WILSON of the Samuel Goldwyn Studio Sound Department for an Audio Level Clamper.
40	1967	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class III)	SCIENTIFIC OR TECHNICAL AWARD (Class III)				Waldon O. Watson|Universal City	nm0910592|co0005073	True	Sound		To WALDON O. WATSON and the UNIVERSAL CITY STUDIO SOUND DEPARTMENT for new concepts in the design of a Music Scoring Stage.
41	1968	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Heart Is a Lonely Hunter	tt0063050	Alan Arkin	Alan Arkin	nm0000273		Singer		
41	1968	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Fixer	tt0062977	Alan Bates	Alan Bates	nm0000869		Yakov Bok		
41	1968	Acting	ACTOR IN A LEADING ROLE	ACTOR	Oliver!	tt0063385	Ron Moody	Ron Moody	nm0600531		Fagin		
41	1968	Acting	ACTOR IN A LEADING ROLE	ACTOR	The Lion in Winter	tt0063227	Peter O'Toole	Peter O'Toole	nm0000564		King Henry II		
41	1968	Acting	ACTOR IN A LEADING ROLE	ACTOR	Charly	tt0062794	Cliff Robertson	Cliff Robertson	nm0731772	True	Charly Gordon		
41	1968	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	The Subject Was Roses	tt0063654	Jack Albertson	Jack Albertson	nm0016776	True	John Cleary		
41	1968	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	Faces	tt0062952	Seymour Cassel	Seymour Cassel	nm0001025		Chet		
41	1968	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	Star!	tt0063642	Daniel Massey	Daniel Massey	nm0557292		Noel Coward		
41	1968	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	Oliver!	tt0063385	Jack Wild	Jack Wild	nm0928349		The Artful Dodger		
41	1968	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	The Producers	tt0063462	Gene Wilder	Gene Wilder	nm0000698		Leo Bloom		
41	1968	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Lion in Winter	tt0063227	Katharine Hepburn	Katharine Hepburn	nm0000031	True	Queen Eleanor of Aquitaine	NOTE: A tie. The other winner in this category was Barbra Streisand (Funny Girl).	
41	1968	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Subject Was Roses	tt0063654	Patricia Neal	Patricia Neal	nm0623658		Nettie Cleary		
41	1968	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Isadora	tt0063141	Vanessa Redgrave	Vanessa Redgrave	nm0000603		Isadora Duncan		
41	1968	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Funny Girl	tt0062994	Barbra Streisand	Barbra Streisand	nm0000659	True	Fanny Brice	NOTE: A tie. The other winner in this category was Katharine Hepburn (The Lion in Winter).	
41	1968	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Rachel, Rachel	tt0063483							
41	1968	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Faces	tt0062952	Lynn Carlin	Lynn Carlin	nm0137524		Maria Forst		
41	1968	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Rosemary's Baby	tt0063522	Ruth Gordon	Ruth Gordon	nm0002106	True	Minnie Castevet		
41	1968	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	The Heart Is a Lonely Hunter	tt0063050	Sondra Locke	Sondra Locke	nm0516800		Mick Kelly		
41	1968	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Funny Girl	tt0062994	Kay Medford	Kay Medford	nm0575552		Rose Brice		
41	1968	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Rachel, Rachel	tt0063483							
41	1968	Production	ART DIRECTION	ART DIRECTION	Oliver!	tt0063385	Art Direction: John Box						
41	1968	Production	ART DIRECTION	ART DIRECTION	The Shoes of the Fisherman	tt0063599	Art Direction: George W. Davis						
41	1968	Production	ART DIRECTION	ART DIRECTION	Star!	tt0063642	Art Direction: Boris Leven; Set Decoration: Walter M. Scott						
41	1968	Production	ART DIRECTION	ART DIRECTION	2001: A Space Odyssey	tt0062622	Art Direction: Tony Masters						
41	1968	Production	ART DIRECTION	ART DIRECTION	War and Peace	tt0063794	Art Direction: Mikhail Bogdanov						
41	1968	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Funny Girl	tt0062994	Harry Stradling	Harry Stradling	nm0005889				
41	1968	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Ice Station Zebra	tt0063121	Daniel L. Fapp	Daniel L. Fapp	nm0005701				
41	1968	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Oliver!	tt0063385	Oswald Morris	Oswald Morris	nm0005807				
41	1968	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Romeo and Juliet	tt0063518	Pasqualino De Santis	Pasqualino De Santis	nm0005681	True			
41	1968	Production	CINEMATOGRAPHY	CINEMATOGRAPHY	Star!	tt0063642	Ernest Laszlo	Ernest Laszlo	nm0005768				
41	1968	Production	COSTUME DESIGN	COSTUME DESIGN	The Lion in Winter	tt0063227	Margaret Furse	Margaret Furse	nm0299094				
41	1968	Production	COSTUME DESIGN	COSTUME DESIGN	Oliver!	tt0063385	Phyllis Dalton	Phyllis Dalton	nm0198335				
41	1968	Production	COSTUME DESIGN	COSTUME DESIGN	Planet of the Apes	tt0063442	Morton Haack	Morton Haack	nm0351736				
41	1968	Production	COSTUME DESIGN	COSTUME DESIGN	Romeo and Juliet	tt0063518	Danilo Donati	Danilo Donati	nm0232219	True			
41	1968	Production	COSTUME DESIGN	COSTUME DESIGN	Star!	tt0063642	Donald Brooks	Donald Brooks	nm0111965				
41	1968	Directing	DIRECTING	DIRECTING	The Battle of Algiers	tt0058946	Gillo Pontecorvo	Gillo Pontecorvo	nm0690597				
41	1968	Directing	DIRECTING	DIRECTING	The Lion in Winter	tt0063227	Anthony Harvey	Anthony Harvey	nm0367431				
41	1968	Directing	DIRECTING	DIRECTING	Oliver!	tt0063385	Carol Reed	Carol Reed	nm0715346	True			
41	1968	Directing	DIRECTING	DIRECTING	Romeo and Juliet	tt0063518	Franco Zeffirelli	Franco Zeffirelli	nm0001874				
41	1968	Directing	DIRECTING	DIRECTING	2001: A Space Odyssey	tt0062622	Stanley Kubrick	Stanley Kubrick	nm0000040				
41	1968	Title	DOCUMENTARY (Feature)	DOCUMENTARY (Feature)	A Few Notes on Our Food Problem	tt0062968	James Blue						
41	1968	Title	DOCUMENTARY (Feature)	DOCUMENTARY (Feature)	Journey into Self	tt0063160	Bill McGaw						
41	1968	Title	DOCUMENTARY (Feature)	DOCUMENTARY (Feature)	The Legendary Champions	tt0063222	William Cayton						
41	1968	Title	DOCUMENTARY (Feature)	DOCUMENTARY (Feature)	Other Voices	tt0064773	David H. Sawyer						
41	1968	Title	DOCUMENTARY (Feature)	DOCUMENTARY (Feature)	Young Americans	tt0062515	Robert Cohn and Alex Grasshoff						
41	1968	Title	DOCUMENTARY (Short Subject)	DOCUMENTARY (Short Subject)	The House That Ananda Built	tt0063096	Fali Bilimoria						
41	1968	Title	DOCUMENTARY (Short Subject)	DOCUMENTARY (Short Subject)	The Revolving Door	tt0063504	Lee R. Bobker						
41	1968	Title	DOCUMENTARY (Short Subject)	DOCUMENTARY (Short Subject)	A Space to Grow	tt0063632	Thomas P. Kelly						
41	1968	Title	DOCUMENTARY (Short Subject)	DOCUMENTARY (Short Subject)	A Way Out of the Wilderness	tt0063796	Dan E. Weisburd						
41	1968	Title	DOCUMENTARY (Short Subject)	DOCUMENTARY (Short Subject)	Why Man Creates	tt0063804	Saul Bass						
41	1968	Production	FILM EDITING	FILM EDITING	Bullitt	tt0062765	Frank P. Keller	Frank P. Keller	nm0445628	True			
41	1968	Production	FILM EDITING	FILM EDITING	Funny Girl	tt0062994	Robert Swink						
41	1968	Production	FILM EDITING	FILM EDITING	The Odd Couple	tt0063374	Frank Bracht	Frank Bracht	nm0102758				
41	1968	Production	FILM EDITING	FILM EDITING	Oliver!	tt0063385	Ralph Kemplen	Ralph Kemplen	nm0447469				
41	1968	Production	FILM EDITING	FILM EDITING	Wild in the Streets	tt0063808	Fred Feitshans						
41	1968	Title	INTERNATIONAL FEATURE FILM	FOREIGN LANGUAGE FILM	The Boys of Paul Street	tt0062164	Hungary						
41	1968	Title	INTERNATIONAL FEATURE FILM	FOREIGN LANGUAGE FILM	The Firemen's Ball	tt0061781	Czechoslovakia						
41	1968	Title	INTERNATIONAL FEATURE FILM	FOREIGN LANGUAGE FILM	The Girl with the Pistol	tt0063485	Italy						
41	1968	Title	INTERNATIONAL FEATURE FILM	FOREIGN LANGUAGE FILM	Stolen Kisses	tt0062695	France						
41	1968	Title	INTERNATIONAL FEATURE FILM	FOREIGN LANGUAGE FILM	War and Peace	tt0063794	Union of Soviet Socialist Republics			True			
41	1968	Music	MUSIC (Original Score)	MUSIC (Original Score--for a motion picture [not a musical])	The Fox	tt0062990	Lalo Schifrin	Lalo Schifrin	nm0006277				
41	1968	Music	MUSIC (Original Score)	MUSIC (Original Score--for a motion picture [not a musical])	The Lion in Winter	tt0063227	John Barry	John Barry	nm0000290	True			
41	1968	Music	MUSIC (Original Score)	MUSIC (Original Score--for a motion picture [not a musical])	Planet of the Apes	tt0063442	Jerry Goldsmith	Jerry Goldsmith	nm0000025				
41	1968	Music	MUSIC (Original Score)	MUSIC (Original Score--for a motion picture [not a musical])	The Shoes of the Fisherman	tt0063599	Alex North	Alex North	nm0006218				
41	1968	Music	MUSIC (Original Score)	MUSIC (Original Score--for a motion picture [not a musical])	The Thomas Crown Affair	tt0063688	Michel Legrand	Michel Legrand	nm0006166				
41	1968	Music	MUSIC (Original Song Score or Adaptation Score)	MUSIC (Score of a Musical Picture--original or adaptation)	Finian's Rainbow	tt0062974	Adaptation score by Ray Heindorf	Ray Heindorf	nm0006127				
41	1968	Music	MUSIC (Original Song Score or Adaptation Score)	MUSIC (Score of a Musical Picture--original or adaptation)	Funny Girl	tt0062994	Adaptation score by Walter Scharf	Walter Scharf	nm0770127				
41	1968	Music	MUSIC (Original Song Score or Adaptation Score)	MUSIC (Score of a Musical Picture--original or adaptation)	Oliver!	tt0063385	Adaptation score by John Green	John Green	nm0338004	True			
41	1968	Music	MUSIC (Original Song Score or Adaptation Score)	MUSIC (Score of a Musical Picture--original or adaptation)	Star!	tt0063642	Adaptation score by Lennie Hayton	Lennie Hayton	nm0006125				
41	1968	Music	MUSIC (Original Song Score or Adaptation Score)	MUSIC (Score of a Musical Picture--original or adaptation)	The Young Girls of Rochefort	tt0062873	Music and adaptation score by Michel Legrand; lyrics by Jacques Demy	Michel Legrand|Jacques Demy	nm0006166|nm0218840				
41	1968	Music	MUSIC (Original Song)	MUSIC (Song--Original for the Picture)	Chitty Chitty Bang Bang	tt0062803	Music and Lyrics by Richard M. Sherman and Robert B. Sherman	Richard M. Sherman|Robert B. Sherman	nm0792556|nm0792567		Chitty Chitty Bang Bang		
41	1968	Music	MUSIC (Original Song)	MUSIC (Song--Original for the Picture)	For Love of Ivy	tt0062985	Music by Quincy Jones; Lyrics by Bob Russell	Quincy Jones|Bob Russell	nm0005065|nm0751035		For Love Of Ivy		
41	1968	Music	MUSIC (Original Song)	MUSIC (Song--Original for the Picture)	Funny Girl	tt0062994	Music by Jule Styne; Lyrics by Bob Merrill	Jule Styne|Bob Merrill	nm0006312|nm0581265		Funny Girl		
41	1968	Music	MUSIC (Original Song)	MUSIC (Song--Original for the Picture)	Star!	tt0063642	Music by Jimmy Van Heusen; Lyrics by Sammy Cahn	Jimmy Van Heusen|Sammy Cahn	nm0006329|nm0005991		Star!		
41	1968	Music	MUSIC (Original Song)	MUSIC (Song--Original for the Picture)	The Thomas Crown Affair	tt0063688	Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman	Michel Legrand|Alan Bergman|Marilyn Bergman	nm0006166|nm0074732|nm0004750	True	The Windmills Of Your Mind		
41	1968	Title	BEST PICTURE	BEST PICTURE	Funny Girl	tt0062994	Ray Stark						
41	1968	Title	BEST PICTURE	BEST PICTURE	The Lion in Winter	tt0063227	Martin Poll						
41	1968	Title	BEST PICTURE	BEST PICTURE	Oliver!	tt0063385	John Woolf						
41	1968	Title	BEST PICTURE	BEST PICTURE	Rachel, Rachel	tt0063483							
41	1968	Title	BEST PICTURE	BEST PICTURE	Romeo and Juliet	tt0063518	Anthony Havelock-Allan and John Brabourne						
41	1968	Title	SHORT FILM (Animated)	SHORT SUBJECT (Cartoon)	The House That Jack Built	tt0063262	Wolf Koenig and Jim MacKay						
41	1968	Title	SHORT FILM (Animated)	SHORT SUBJECT (Cartoon)	The Magic Pear Tree	tt0063257	Jimmy Murakami						
41	1968	Title	SHORT FILM (Animated)	SHORT SUBJECT (Cartoon)	Windy Day	tt0063816	John Hubley and Faith Hubley						
41	1968	Title	SHORT FILM (Animated)	SHORT SUBJECT (Cartoon)	Winnie the Pooh and the Blustery Day	tt0063819	Walt Disney						
41	1968	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	The Dove	tt0062906	George Coe						
41	1968	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	Duo	tt0063417	National Film Board of Canada	National Film Board of Canada	co0006414				
41	1968	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	Prelude	tt0063454	John Astin						
41	1968	Title	SHORT FILM (Live Action)	SHORT SUBJECT (Live Action)	Robert Kennedy Remembered	tt0063514	Charles Guggenheim						
41	1968	Production	SOUND MIXING	SOUND	Bullitt	tt0062765	Warner Bros.-Seven Arts Studio Sound Department	Warner Bros.|Seven Arts	co0080422|co0638213				
41	1968	Production	SOUND MIXING	SOUND	Finian's Rainbow	tt0062974	Warner Bros.-Seven Arts Studio Sound Department	Warner Bros.|Seven Arts	co0080422|co0638213				
41	1968	Production	SOUND MIXING	SOUND	Funny Girl	tt0062994	Columbia Studio Sound Department	Columbia	co0050868				
41	1968	Production	SOUND MIXING	SOUND	Oliver!	tt0063385	Shepperton Studio Sound Department	Shepperton	co0103344	True			
41	1968	Production	SOUND MIXING	SOUND	Star!	tt0063642	20th Century-Fox Studio Sound Department	20th Century-Fox	co0028775				
41	1968	Production	VISUAL EFFECTS	SPECIAL VISUAL EFFECTS	Ice Station Zebra	tt0063121	Hal Millar						
41	1968	Production	VISUAL EFFECTS	SPECIAL VISUAL EFFECTS	2001: A Space Odyssey	tt0062622	Stanley Kubrick	Stanley Kubrick	nm0000040	True			
41	1968	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	The Lion in Winter	tt0063227	James Goldman	James Goldman	nm0063953	True			
41	1968	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	The Odd Couple	tt0063374	Neil Simon	Neil Simon	nm0800319				
41	1968	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	Oliver!	tt0063385	Vernon Harris	Vernon Harris	nm0365417				
41	1968	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	Rachel, Rachel	tt0063483							
41	1968	Writing	WRITING (Adapted Screenplay)	WRITING (Screenplay--based on material from another medium)	Rosemary's Baby	tt0063522	Roman Polanski	Roman Polanski	nm0000591				
41	1968	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	The Battle of Algiers	tt0058946	Franco Solinas						
41	1968	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	Faces	tt0062952	John Cassavetes	John Cassavetes	nm0001023				
41	1968	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	Hot Millions	tt0063094	Ira Wallach						
41	1968	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	The Producers	tt0063462	Mel Brooks	Mel Brooks	nm0000316	True			
41	1968	Writing	WRITING (Original Screenplay)	WRITING (Story and Screenplay--written directly for the screen)	2001: A Space Odyssey	tt0062622	Stanley Kubrick						
41	1968	Special	JEAN HERSHOLT HUMANITARIAN AWARD	JEAN HERSHOLT HUMANITARIAN AWARD			Martha Raye	Martha Raye	nm0713106	True			
41	1968	Special	HONORARY AWARD	HONORARY AWARD	Planet of the Apes	tt0063442		John Chambers	nm0150357	True			To John Chambers for his outstanding makeup achievement for Planet of the Apes.
41	1968	Special	HONORARY AWARD	HONORARY AWARD	Oliver!	tt0063385		Onna White	nm0925284	True			To Onna White for her outstanding choreography achievement for Oliver!
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class I)	SCIENTIFIC OR TECHNICAL AWARD (Class I)				PHILIP V. PALMQUIST|HERBERT MEYER|CHARLES D. STAFFELL	?|?|nm0821228	True	Special Photographic		To PHILIP V. PALMQUIST of Minnesota Mining and Manufacturing Co.
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class I)	SCIENTIFIC OR TECHNICAL AWARD (Class I)				Eastman Kodak Company		True	Film		To EASTMAN KODAK COMPANY for the development and introduction of a color reversal intermediate film for motion pictures.
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class II)	SCIENTIFIC OR TECHNICAL AWARD (Class II)				Donald W. Norwood		True	Photography		To DONALD W. NORWOOD for the design and development of the Norwood Photographic Exposure Meters.
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class II)	SCIENTIFIC OR TECHNICAL AWARD (Class II)				Eastman Kodak Company|Producers Service Company		True	Laboratory		To EASTMAN KODAK COMPANY and PRODUCERS SERVICE COMPANY for the development of a new high-speed step-optical reduction printer.
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class II)	SCIENTIFIC OR TECHNICAL AWARD (Class II)				Edmund M. Di Giulio|NIELS G. PETERSEN|NORMAN S. HUGHES	nm0223907|?|?	True	Camera		To EDMUND M. DI GIULIO
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class II)	SCIENTIFIC OR TECHNICAL AWARD (Class II)				Optical Coating Laboratories Inc.		True	Lenses and Filters		To OPTICAL COATING LABORATORIES
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class II)	SCIENTIFIC OR TECHNICAL AWARD (Class II)				Eastman Kodak Company		True	Film		To EASTMAN KODAK COMPANY for the introduction of a new high speed motion picture color negative film.
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class II)	SCIENTIFIC OR TECHNICAL AWARD (Class II)				Panavision Incorporated		True	Camera		To PANAVISION
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class II)	SCIENTIFIC OR TECHNICAL AWARD (Class II)				Todd-Ao|Mitchell Camera Company		True	Camera		To TODD-AO and MITCHELL CAMERA COMPANY for the design and engineering of the Todd-AO hand-held motion picture camera.
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class III)	SCIENTIFIC OR TECHNICAL AWARD (Class III)				CARL W. HAUGE|EDWARD H. REICHARD|E. MICHAEL MEAHL|ROY J. RIDENOUR		True	Laboratory		To CARL W. HAUGE and EDWARD H. REICHARD of Consolidated Film Industries and E. MICHAEL MEAHL and ROY J. RIDENOUR of Ramtronics for engineering an automatic exposure control for printing-machine lamps.
41	1968	SciTech	SCIENTIFIC OR TECHNICAL AWARD (Class III)	SCIENTIFIC OR TECHNICAL AWARD (Class III)				Eastman Kodak Company|Consolidated Film Industries		True	Film		To EASTMAN KODAK COMPANY for a new direct positive film and to CONSOLIDATED FILM INDUSTRIES for the application of this film to the making of post-production work prints.
42	1969	Acting	ACTOR IN A LEADING ROLE	ACTOR	Anne of the Thousand Days	tt0064030	Richard Burton	Richard Burton	nm0000009		King Henry VIII		
42	1969	Acting	ACTOR IN A LEADING ROLE	ACTOR	Midnight Cowboy	tt0064665	Dustin Hoffman	Dustin Hoffman	nm0000163		Ratso Rizzo		
42	1969	Acting	ACTOR IN A LEADING ROLE	ACTOR	Goodbye, Mr. Chips	tt0064384							
42	1969	Acting	ACTOR IN A LEADING ROLE	ACTOR	Midnight Cowboy	tt0064665	Jon Voight	Jon Voight	nm0000685		Joe Buck		
42	1969	Acting	ACTOR IN A LEADING ROLE	ACTOR	True Grit	tt0065126	John Wayne	John Wayne	nm0000078	True	Rooster Cogburn		
42	1969	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	The Reivers	tt0064886	Rupert Crosse	Rupert Crosse	nm0189313		Ned McCaslin		
42	1969	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	Bob & Carol & Ted & Alice	tt0064100	Elliott Gould	Elliott Gould	nm0001285		Ted Henderson		
42	1969	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	Easy Rider	tt0064276	Jack Nicholson	Jack Nicholson	nm0000197		George Hanson		
42	1969	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	Anne of the Thousand Days	tt0064030	Anthony Quayle	Anthony Quayle	nm0703033		Cardinal Wolsey		
42	1969	Acting	ACTOR IN A SUPPORTING ROLE	ACTOR IN A SUPPORTING ROLE	They Shoot Horses, Don't They?	tt0065088							
42	1969	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	Anne of the Thousand Days	tt0064030	Genevieve Bujold	Genevieve Bujold	nm0000991		Anne Boleyn		
42	1969	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	They Shoot Horses, Don't They?	tt0065088							
42	1969	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Sterile Cuckoo	tt0065037	Liza Minnelli	Liza Minnelli	nm0591485		Pookie Adams		
42	1969	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Happy Ending	tt0064405	Jean Simmons	Jean Simmons	nm0001739		Mary Wilson		
42	1969	Acting	ACTRESS IN A LEADING ROLE	ACTRESS	The Prime of Miss Jean Brodie	tt0064840	Maggie Smith	Maggie Smith	nm0001749	True	Miss Jean Brodie		
42	1969	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Last Summer	tt0064573	Catherine Burns	Catherine Burns	nm0122610		Rhoda		
42	1969	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Bob & Carol & Ted & Alice	tt0064100	Dyan Cannon	Dyan Cannon	nm0001007		Alice Henderson		
42	1969	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Cactus Flower	tt0064117	Goldie Hawn	Goldie Hawn	nm0000443	True	Toni Simmons		
42	1969	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	Midnight Cowboy	tt0064665	Sylvia Miles	Sylvia Miles	nm0587249		Cass		
42	1969	Acting	ACTRESS IN A SUPPORTING ROLE	ACTRESS IN A SUPPORTING ROLE	They Shoot Horses, Don't They?	tt0065088							
